pin,slack
TEMP_sb_0/BIBUF_COREI2C_0_0_SDA_IO/U0/U_IOENFF:Y,
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CIO0l.CI2Cl0Il_4[2]:A,36449
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CIO0l.CI2Cl0Il_4[2]:B,37517
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CIO0l.CI2Cl0Il_4[2]:C,37439
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CIO0l.CI2Cl0Il_4[2]:Y,36449
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2Cll0l.CI2ClO0I28:A,30684
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2Cll0l.CI2ClO0I28:B,29318
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2Cll0l.CI2ClO0I28:C,30539
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2Cll0l.CI2ClO0I28:D,30428
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2Cll0l.CI2ClO0I28:Y,29318
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CO1Ol:ALn,36773
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CO1Ol:CLK,29527
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CO1Ol:D,36317
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CO1Ol:EN,36032
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CO1Ol:Q,29527
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_273:IPA,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_273:IPB,
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CIIll.CI2CII0I21_1:A,29586
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CIIll.CI2CII0I21_1:B,28582
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CIIll.CI2CII0I21_1:C,27265
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CIIll.CI2CII0I21_1:D,28185
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CIIll.CI2CII0I21_1:Y,27265
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COO0I_RNO[4]:A,37457
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COO0I_RNO[4]:B,37538
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COO0I_RNO[4]:C,37330
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COO0I_RNO[4]:D,37239
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COO0I_RNO[4]:Y,37239
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COO0I[1]:ALn,36773
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COO0I[1]:CLK,37406
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COO0I[1]:D,37382
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COO0I[1]:Q,37406
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_86:IPA,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_86:IPB,
TEMP_sb_0/COREI2C_0_0/CI2ClOI.genblk1.CI2CO1[5]:ALn,36773
TEMP_sb_0/COREI2C_0_0/CI2ClOI.genblk1.CI2CO1[5]:CLK,35153
TEMP_sb_0/COREI2C_0_0/CI2ClOI.genblk1.CI2CO1[5]:D,37054
TEMP_sb_0/COREI2C_0_0/CI2ClOI.genblk1.CI2CO1[5]:EN,33287
TEMP_sb_0/COREI2C_0_0/CI2ClOI.genblk1.CI2CO1[5]:Q,35153
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_165:IPA,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_165:IPB,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_124:IPA,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_124:IPB,
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CO1ll.CI2Cl1Ol_3_0_a2:A,37607
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CO1ll.CI2Cl1Ol_3_0_a2:B,37507
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CO1ll.CI2Cl1Ol_3_0_a2:C,37455
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CO1ll.CI2Cl1Ol_3_0_a2:D,37170
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CO1ll.CI2Cl1Ol_3_0_a2:Y,37170
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_61:IPA,
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COO0l.un1_CI2COl0I45_0:A,33723
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COO0l.un1_CI2COl0I45_0:B,32626
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COO0l.un1_CI2COl0I45_0:C,33668
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COO0l.un1_CI2COl0I45_0:D,33528
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COO0l.un1_CI2COl0I45_0:Y,32626
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CI1ll.CI2CIlOl_3[1]:A,37513
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CI1ll.CI2CIlOl_3[1]:B,37530
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CI1ll.CI2CIlOl_3[1]:Y,37513
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_287:IPA,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_287:IPB,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_109:IPA,
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CI1lI_ns_i_o2_0[4]:A,33948
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CI1lI_ns_i_o2_0[4]:B,33899
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CI1lI_ns_i_o2_0[4]:C,33794
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CI1lI_ns_i_o2_0[4]:D,33674
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CI1lI_ns_i_o2_0[4]:Y,33674
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CII0l.CI2COIIl_5.m4:A,35308
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CII0l.CI2COIIl_5.m4:B,35257
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CII0l.CI2COIIl_5.m4:C,33917
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CII0l.CI2COIIl_5.m4:D,35040
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CII0l.CI2COIIl_5.m4:Y,33917
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CO00l.CI2ClO0I_9_m6_1[3]:A,34031
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CO00l.CI2ClO0I_9_m6_1[3]:B,30269
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CO00l.CI2ClO0I_9_m6_1[3]:C,36205
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CO00l.CI2ClO0I_9_m6_1[3]:Y,30269
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CO00l.CI2ClO0I_9_1[0]:A,32945
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CO00l.CI2ClO0I_9_1[0]:B,33962
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CO00l.CI2ClO0I_9_1[0]:C,30233
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CO00l.CI2ClO0I_9_1[0]:D,28227
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CO00l.CI2ClO0I_9_1[0]:Y,28227
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CIl0l.un1_CI2COl0I50_1:A,33688
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CIl0l.un1_CI2COl0I50_1:B,33793
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CIl0l.un1_CI2COl0I50_1:C,34835
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CIl0l.un1_CI2COl0I50_1:Y,33688
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_176:IPA,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_176:IPB,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_19:IPA,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_19:IPB,
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/PRDATA_3_1_0_wmux_0[3]:A,33680
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/PRDATA_3_1_0_wmux_0[3]:B,34735
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/PRDATA_3_1_0_wmux_0[3]:C,36472
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/PRDATA_3_1_0_wmux_0[3]:D,36171
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/PRDATA_3_1_0_wmux_0[3]:FCI,
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/PRDATA_3_1_0_wmux_0[3]:Y,33680
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_90:IPA,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_90:IPB,
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CO00l.un1_CI2COO0I_2:A,30134
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CO00l.un1_CI2COO0I_2:B,30128
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CO00l.un1_CI2COO0I_2:C,29998
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CO00l.un1_CI2COO0I_2:Y,29998
TEMP_sb_0/CCC_0/GL0_INST/U0_RGB1:An,
TEMP_sb_0/CCC_0/GL0_INST/U0_RGB1:YL,
TEMP_sb_0/CCC_0/CCC_INST/IP_INTERFACE_10:IPA,
TEMP_sb_0/CCC_0/CCC_INST/IP_INTERFACE_10:IPB,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_30:IPA,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_30:IPB,
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CO00l.CI2ClO0I_9[1]:A,32822
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CO00l.CI2ClO0I_9[1]:B,35072
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CO00l.CI2ClO0I_9[1]:C,31343
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CO00l.CI2ClO0I_9[1]:D,29306
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CO00l.CI2ClO0I_9[1]:Y,29306
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_270:IPA,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_270:IPB,
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2Cl0lI_ns_0_0[0]:A,37568
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2Cl0lI_ns_0_0[0]:B,36428
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2Cl0lI_ns_0_0[0]:C,34046
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2Cl0lI_ns_0_0[0]:D,32528
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2Cl0lI_ns_0_0[0]:Y,32528
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_188:IPA,
TEMP_sb_0/CoreAPB3_0/u_mux_p_to_b3/PRDATA[2]:A,34751
TEMP_sb_0/CoreAPB3_0/u_mux_p_to_b3/PRDATA[2]:B,34491
TEMP_sb_0/CoreAPB3_0/u_mux_p_to_b3/PRDATA[2]:C,33447
TEMP_sb_0/CoreAPB3_0/u_mux_p_to_b3/PRDATA[2]:D,33275
TEMP_sb_0/CoreAPB3_0/u_mux_p_to_b3/PRDATA[2]:Y,33275
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_0:IPA,
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2Cl0lI[1]:ALn,36773
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2Cl0lI[1]:CLK,33043
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2Cl0lI[1]:D,33585
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2Cl0lI[1]:Q,33043
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2Cl0Il[0]:ALn,36773
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2Cl0Il[0]:CLK,33674
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2Cl0Il[0]:D,36132
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2Cl0Il[0]:Q,33674
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_77:IPA,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_77:IPB,
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COO0l.un1_CI2COl0I45_1_0_0:A,36291
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COO0l.un1_CI2COl0I45_1_0_0:B,33708
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COO0l.un1_CI2COl0I45_1_0_0:C,36176
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COO0l.un1_CI2COl0I45_1_0_0:Y,33708
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClI0I[0]:ALn,36773
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClI0I[0]:CLK,30684
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClI0I[0]:D,31025
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClI0I[0]:EN,28545
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClI0I[0]:Q,30684
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_15:IPA,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_15:IPB,
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2Cl0Il[2]:ALn,36773
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2Cl0Il[2]:CLK,33899
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2Cl0Il[2]:D,36449
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2Cl0Il[2]:Q,33899
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COlOl:ALn,36773
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COlOl:CLK,37590
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COlOl:D,37076
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COlOl:EN,30875
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COlOl:Q,37590
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COl0I[1]:ALn,36773
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COl0I[1]:CLK,36337
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COl0I[1]:D,34973
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COl0I[1]:Q,36337
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COIll.un1_CI2COl0I46_1_1:A,31530
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COIll.un1_CI2COl0I46_1_1:B,31397
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COIll.un1_CI2COl0I46_1_1:C,30260
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COIll.un1_CI2COl0I46_1_1:D,30108
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COIll.un1_CI2COl0I46_1_1:Y,30108
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2Cl0lI_ns_0_0_o2_1[3]:A,34142
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2Cl0lI_ns_0_0_o2_1[3]:B,33919
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2Cl0lI_ns_0_0_o2_1[3]:C,34042
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2Cl0lI_ns_0_0_o2_1[3]:Y,33919
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CIIll.un1_CI2Cl0Ol:A,33076
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CIIll.un1_CI2Cl0Ol:B,32932
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CIIll.un1_CI2Cl0Ol:C,32875
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CIIll.un1_CI2Cl0Ol:Y,32875
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_137:IPA,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_137:IPB,
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2Cl10l.CI2ClOll11_0:A,34970
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2Cl10l.CI2ClOll11_0:B,34938
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2Cl10l.CI2ClOll11_0:Y,34938
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClO0I_RNIT1F9[2]:A,30218
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClO0I_RNIT1F9[2]:B,30134
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClO0I_RNIT1F9[2]:Y,30134
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CI1lI_ns_0_o2_0[0]:A,35381
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CI1lI_ns_0_o2_0[0]:B,34181
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CI1lI_ns_0_o2_0[0]:C,35305
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CI1lI_ns_0_o2_0[0]:D,35139
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CI1lI_ns_0_o2_0[0]:Y,34181
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/un1_CI2CO0Il_1_1.CO2:A,31701
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/un1_CI2CO0Il_1_1.CO2:B,36157
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/un1_CI2CO0Il_1_1.CO2:Y,31701
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_69:IPA,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_69:IPB,
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COlll.CI2COl0I56:A,30151
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COlll.CI2COl0I56:B,30059
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COlll.CI2COl0I56:C,29931
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COlll.CI2COl0I56:D,28815
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COlll.CI2COl0I56:Y,28815
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_245:IPA,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_245:IPB,
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CIl0l.un1_CI2CI1lI_2:A,36477
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CIl0l.un1_CI2CI1lI_2:B,36377
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CIl0l.un1_CI2CI1lI_2:C,36354
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CIl0l.un1_CI2CI1lI_2:D,36245
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CIl0l.un1_CI2CI1lI_2:Y,36245
TEMP_sb_0/COREI2C_0_0/CI2ClOI.genblk1.CI2COII.CI2CO15_1:A,28625
TEMP_sb_0/COREI2C_0_0/CI2ClOI.genblk1.CI2COII.CI2CO15_1:B,28582
TEMP_sb_0/COREI2C_0_0/CI2ClOI.genblk1.CI2COII.CI2CO15_1:Y,28582
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CO00l.CI2ClO0I_9[2]:A,35165
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CO00l.CI2ClO0I_9[2]:B,30250
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CO00l.CI2ClO0I_9[2]:C,37418
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CO00l.CI2ClO0I_9[2]:Y,30250
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_174:IPA,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_174:IPB,
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CO0Il[3]:ALn,36773
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CO0Il[3]:CLK,28485
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CO0Il[3]:D,31701
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CO0Il[3]:Q,28485
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_180:IPA,
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClO0l.CI2CO0Il_6_enl[3]:A,37535
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClO0l.CI2CO0Il_6_enl[3]:B,32668
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClO0l.CI2CO0Il_6_enl[3]:C,33592
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClO0l.CI2CO0Il_6_enl[3]:D,31701
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClO0l.CI2CO0Il_6_enl[3]:Y,31701
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_65:IPA,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_65:IPB,
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COI0l.un1_CI2CII0I_1:A,35207
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COI0l.un1_CI2CII0I_1:B,35156
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COI0l.un1_CI2CII0I_1:C,35058
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COI0l.un1_CI2CII0I_1:Y,35058
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2Cl0lI_ns_0_0_a2_1[3]:A,36373
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2Cl0lI_ns_0_0_a2_1[3]:B,36289
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2Cl0lI_ns_0_0_a2_1[3]:C,36109
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2Cl0lI_ns_0_0_a2_1[3]:D,36099
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2Cl0lI_ns_0_0_a2_1[3]:Y,36099
TEMP_sb_0/CORERESETP_0/POWER_ON_RESET_N_clk_base:ALn,
TEMP_sb_0/CORERESETP_0/POWER_ON_RESET_N_clk_base:CLK,38522
TEMP_sb_0/CORERESETP_0/POWER_ON_RESET_N_clk_base:D,38656
TEMP_sb_0/CORERESETP_0/POWER_ON_RESET_N_clk_base:Q,38522
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CIIll.CI2Cl0Ol17_0_a2:A,33900
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CIIll.CI2Cl0Ol17_0_a2:B,33793
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CIIll.CI2Cl0Ol17_0_a2:C,33770
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CIIll.CI2Cl0Ol17_0_a2:Y,33770
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COl0I_RNO[1]:A,34973
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COl0I_RNO[1]:B,35116
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COl0I_RNO[1]:C,37251
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COl0I_RNO[1]:Y,34973
