pin,slack
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/un1_CI2ClOIl_1.CO1:A,36372
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/un1_CI2ClOIl_1.CO1:B,36295
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/un1_CI2ClOIl_1.CO1:C,36241
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/un1_CI2ClOIl_1.CO1:Y,36241
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COO0l.un1_CI2COl0I45_1:A,36282
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COO0l.un1_CI2COl0I45_1:B,33769
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COO0l.un1_CI2COl0I45_1:C,36175
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COO0l.un1_CI2COl0I45_1:Y,33769
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_110:IPA,
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClI0l.CI2CIIIl_4:A,33987
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClI0l.CI2CIIIl_4:B,37477
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClI0l.CI2CIIIl_4:Y,33987
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_198:IPA,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_198:IPB,
TEMP_sb_0/CCC_0/CCC_INST/INST_CCC_IP:CLK0,
TEMP_sb_0/CCC_0/CCC_INST/INST_CCC_IP:CLK1,
TEMP_sb_0/CCC_0/CCC_INST/INST_CCC_IP:CLK2,
TEMP_sb_0/CCC_0/CCC_INST/INST_CCC_IP:CLK3,
TEMP_sb_0/CCC_0/CCC_INST/INST_CCC_IP:GL0,
TEMP_sb_0/CCC_0/CCC_INST/INST_CCC_IP:GPD0_ARST_N,
TEMP_sb_0/CCC_0/CCC_INST/INST_CCC_IP:GPD1_ARST_N,
TEMP_sb_0/CCC_0/CCC_INST/INST_CCC_IP:GPD2_ARST_N,
TEMP_sb_0/CCC_0/CCC_INST/INST_CCC_IP:GPD3_ARST_N,
TEMP_sb_0/CCC_0/CCC_INST/INST_CCC_IP:LOCK,
TEMP_sb_0/CCC_0/CCC_INST/INST_CCC_IP:NGMUX0_ARST_N,
TEMP_sb_0/CCC_0/CCC_INST/INST_CCC_IP:NGMUX0_HOLD_N,
TEMP_sb_0/CCC_0/CCC_INST/INST_CCC_IP:NGMUX0_SEL,
TEMP_sb_0/CCC_0/CCC_INST/INST_CCC_IP:NGMUX1_ARST_N,
TEMP_sb_0/CCC_0/CCC_INST/INST_CCC_IP:NGMUX1_HOLD_N,
TEMP_sb_0/CCC_0/CCC_INST/INST_CCC_IP:NGMUX1_SEL,
TEMP_sb_0/CCC_0/CCC_INST/INST_CCC_IP:NGMUX2_ARST_N,
TEMP_sb_0/CCC_0/CCC_INST/INST_CCC_IP:NGMUX2_HOLD_N,
TEMP_sb_0/CCC_0/CCC_INST/INST_CCC_IP:NGMUX2_SEL,
TEMP_sb_0/CCC_0/CCC_INST/INST_CCC_IP:NGMUX3_ARST_N,
TEMP_sb_0/CCC_0/CCC_INST/INST_CCC_IP:NGMUX3_HOLD_N,
TEMP_sb_0/CCC_0/CCC_INST/INST_CCC_IP:NGMUX3_SEL,
TEMP_sb_0/CCC_0/CCC_INST/INST_CCC_IP:PADDR[2],
TEMP_sb_0/CCC_0/CCC_INST/INST_CCC_IP:PADDR[3],
TEMP_sb_0/CCC_0/CCC_INST/INST_CCC_IP:PADDR[4],
TEMP_sb_0/CCC_0/CCC_INST/INST_CCC_IP:PADDR[5],
TEMP_sb_0/CCC_0/CCC_INST/INST_CCC_IP:PADDR[6],
TEMP_sb_0/CCC_0/CCC_INST/INST_CCC_IP:PADDR[7],
TEMP_sb_0/CCC_0/CCC_INST/INST_CCC_IP:PCLK,
TEMP_sb_0/CCC_0/CCC_INST/INST_CCC_IP:PENABLE,
TEMP_sb_0/CCC_0/CCC_INST/INST_CCC_IP:PLL_ARST_N,
TEMP_sb_0/CCC_0/CCC_INST/INST_CCC_IP:PLL_BYPASS_N,
TEMP_sb_0/CCC_0/CCC_INST/INST_CCC_IP:PLL_POWERDOWN_N,
TEMP_sb_0/CCC_0/CCC_INST/INST_CCC_IP:PRESET_N,
TEMP_sb_0/CCC_0/CCC_INST/INST_CCC_IP:PSEL,
TEMP_sb_0/CCC_0/CCC_INST/INST_CCC_IP:PWDATA[0],
TEMP_sb_0/CCC_0/CCC_INST/INST_CCC_IP:PWDATA[1],
TEMP_sb_0/CCC_0/CCC_INST/INST_CCC_IP:PWDATA[2],
TEMP_sb_0/CCC_0/CCC_INST/INST_CCC_IP:PWDATA[3],
TEMP_sb_0/CCC_0/CCC_INST/INST_CCC_IP:PWDATA[4],
TEMP_sb_0/CCC_0/CCC_INST/INST_CCC_IP:PWDATA[5],
TEMP_sb_0/CCC_0/CCC_INST/INST_CCC_IP:PWDATA[6],
TEMP_sb_0/CCC_0/CCC_INST/INST_CCC_IP:PWDATA[7],
TEMP_sb_0/CCC_0/CCC_INST/INST_CCC_IP:PWRITE,
TEMP_sb_0/CCC_0/CCC_INST/INST_CCC_IP:RCOSC_25_50MHZ,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_218:IPA,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_218:IPB,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_257:IPA,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_257:IPB,
TEMP_sb_0/CoreGPIO_0_0/xhdl1.GEN_BITS[0].gpin2[0]:ALn,36765
TEMP_sb_0/CoreGPIO_0_0/xhdl1.GEN_BITS[0].gpin2[0]:CLK,36231
TEMP_sb_0/CoreGPIO_0_0/xhdl1.GEN_BITS[0].gpin2[0]:D,38655
TEMP_sb_0/CoreGPIO_0_0/xhdl1.GEN_BITS[0].gpin2[0]:Q,36231
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClO0l.un1_CI2COl0I39_0:A,33942
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClO0l.un1_CI2COl0I39_0:B,34038
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClO0l.un1_CI2COl0I39_0:C,32751
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClO0l.un1_CI2COl0I39_0:D,32603
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClO0l.un1_CI2COl0I39_0:Y,32603
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_44:IPA,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_44:IPB,
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClIll.CI2ClI0I_19[6]:A,31055
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClIll.CI2ClI0I_19[6]:B,37521
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClIll.CI2ClI0I_19[6]:C,35840
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClIll.CI2ClI0I_19[6]:Y,31055
TEMP_sb_0/CoreGPIO_0_0/CONFIG_reg_o_2[0]:A,35607
TEMP_sb_0/CoreGPIO_0_0/CONFIG_reg_o_2[0]:B,35511
TEMP_sb_0/CoreGPIO_0_0/CONFIG_reg_o_2[0]:C,33552
TEMP_sb_0/CoreGPIO_0_0/CONFIG_reg_o_2[0]:Y,33552
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CI1lI_ns_i_o2[4]:A,33689
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CI1lI_ns_i_o2[4]:B,34908
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CI1lI_ns_i_o2[4]:Y,33689
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_204:IPA,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_204:IPB,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_204:IPC,
TEMP_sb_0/CoreGPIO_0_0/xhdl1.GEN_BITS[0].APB_32.INTR_reg73:A,30805
TEMP_sb_0/CoreGPIO_0_0/xhdl1.GEN_BITS[0].APB_32.INTR_reg73:B,30745
TEMP_sb_0/CoreGPIO_0_0/xhdl1.GEN_BITS[0].APB_32.INTR_reg73:C,29424
TEMP_sb_0/CoreGPIO_0_0/xhdl1.GEN_BITS[0].APB_32.INTR_reg73:D,29526
TEMP_sb_0/CoreGPIO_0_0/xhdl1.GEN_BITS[0].APB_32.INTR_reg73:Y,29424
TEMP_sb_0/CCC_0/CCC_INST/IP_INTERFACE_17:IPB,
TEMP_sb_0/CCC_0/CCC_INST/IP_INTERFACE_17:IPC,
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2Cl0lI_ns_0_0_o2[0]:A,35151
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2Cl0lI_ns_0_0_o2[0]:B,32628
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2Cl0lI_ns_0_0_o2[0]:C,36122
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2Cl0lI_ns_0_0_o2[0]:D,35980
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2Cl0lI_ns_0_0_o2[0]:Y,32628
TEMP_sb_0/CoreGPIO_0_0/xhdl1.GEN_BITS[1].REG_GEN.CONFIG_reg[1][1]:ALn,36765
TEMP_sb_0/CoreGPIO_0_0/xhdl1.GEN_BITS[1].REG_GEN.CONFIG_reg[1][1]:CLK,34244
TEMP_sb_0/CoreGPIO_0_0/xhdl1.GEN_BITS[1].REG_GEN.CONFIG_reg[1][1]:D,36923
TEMP_sb_0/CoreGPIO_0_0/xhdl1.GEN_BITS[1].REG_GEN.CONFIG_reg[1][1]:EN,33069
TEMP_sb_0/CoreGPIO_0_0/xhdl1.GEN_BITS[1].REG_GEN.CONFIG_reg[1][1]:Q,34244
TEMP_sb_0/CoreGPIO_0_0/edge_pos_2_sqmuxa_1_i:A,37486
TEMP_sb_0/CoreGPIO_0_0/edge_pos_2_sqmuxa_1_i:B,36298
TEMP_sb_0/CoreGPIO_0_0/edge_pos_2_sqmuxa_1_i:C,31749
TEMP_sb_0/CoreGPIO_0_0/edge_pos_2_sqmuxa_1_i:Y,31749
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClI0I[4]:ALn,36765
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClI0I[4]:CLK,29605
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClI0I[4]:D,31055
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClI0I[4]:EN,28530
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClI0I[4]:Q,29605
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_158:IPA,
TEMP_sb_0/CORERESETP_0/RESET_N_M2F_clk_base:ALn,
TEMP_sb_0/CORERESETP_0/RESET_N_M2F_clk_base:CLK,37537
TEMP_sb_0/CORERESETP_0/RESET_N_M2F_clk_base:D,38655
TEMP_sb_0/CORERESETP_0/RESET_N_M2F_clk_base:Q,37537
TEMP_sb_0/CoreGPIO_0_0/xhdl1.GEN_BITS[0].APB_32.edge_pos[0]:ALn,36765
TEMP_sb_0/CoreGPIO_0_0/xhdl1.GEN_BITS[0].APB_32.edge_pos[0]:CLK,34203
TEMP_sb_0/CoreGPIO_0_0/xhdl1.GEN_BITS[0].APB_32.edge_pos[0]:D,35691
TEMP_sb_0/CoreGPIO_0_0/xhdl1.GEN_BITS[0].APB_32.edge_pos[0]:EN,31749
TEMP_sb_0/CoreGPIO_0_0/xhdl1.GEN_BITS[0].APB_32.edge_pos[0]:Q,34203
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClO0I_RNIV3F9[2]:A,29487
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClO0I_RNIV3F9[2]:B,29468
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClO0I_RNIV3F9[2]:Y,29468
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CO0Il[1]:ALn,36765
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CO0Il[1]:CLK,27104
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CO0Il[1]:D,33800
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CO0Il[1]:Q,27104
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CIlOl[1]:ALn,36765
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CIlOl[1]:CLK,37439
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CIlOl[1]:D,37474
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CIlOl[1]:Q,37439
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COI0I_cnst_i[1]:A,29526
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COI0I_cnst_i[1]:B,28488
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COI0I_cnst_i[1]:C,32785
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COI0I_cnst_i[1]:D,31505
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COI0I_cnst_i[1]:Y,28488
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CI1lI_ns_i_o3[1]:A,34032
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CI1lI_ns_i_o3[1]:B,36308
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CI1lI_ns_i_o3[1]:Y,34032
TEMP_sb_0/CoreGPIO_0_0/xhdl1.GEN_BITS[0].APB_32.edge_neg_9_iv_i[0]:A,37582
TEMP_sb_0/CoreGPIO_0_0/xhdl1.GEN_BITS[0].APB_32.edge_neg_9_iv_i[0]:B,37537
TEMP_sb_0/CoreGPIO_0_0/xhdl1.GEN_BITS[0].APB_32.edge_neg_9_iv_i[0]:C,35691
TEMP_sb_0/CoreGPIO_0_0/xhdl1.GEN_BITS[0].APB_32.edge_neg_9_iv_i[0]:D,36231
TEMP_sb_0/CoreGPIO_0_0/xhdl1.GEN_BITS[0].APB_32.edge_neg_9_iv_i[0]:Y,35691
TEMP_sb_0/CoreGPIO_0_0/edge_both_2_sqmuxa_1_i:A,37486
TEMP_sb_0/CoreGPIO_0_0/edge_both_2_sqmuxa_1_i:B,36298
TEMP_sb_0/CoreGPIO_0_0/edge_both_2_sqmuxa_1_i:C,31749
TEMP_sb_0/CoreGPIO_0_0/edge_both_2_sqmuxa_1_i:Y,31749
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClO0I_RNIAH6E[2]:A,29015
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClO0I_RNIAH6E[2]:B,30002
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClO0I_RNIAH6E[2]:Y,29015
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CIOll:ALn,36765
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CIOll:CLK,36208
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CIOll:D,38569
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CIOll:EN,37400
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CIOll:Q,36208
TEMP_sb_0/CoreGPIO_0_0/xhdl1.GEN_BITS[0].APB_32.INTR_reg_39[0]:A,35836
TEMP_sb_0/CoreGPIO_0_0/xhdl1.GEN_BITS[0].APB_32.INTR_reg_39[0]:B,37537
TEMP_sb_0/CoreGPIO_0_0/xhdl1.GEN_BITS[0].APB_32.INTR_reg_39[0]:C,30511
TEMP_sb_0/CoreGPIO_0_0/xhdl1.GEN_BITS[0].APB_32.INTR_reg_39[0]:D,31771
TEMP_sb_0/CoreGPIO_0_0/xhdl1.GEN_BITS[0].APB_32.INTR_reg_39[0]:Y,30511
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClIll.CI2ClI0I_19[4]:A,31055
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClIll.CI2ClI0I_19[4]:B,37521
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClIll.CI2ClI0I_19[4]:C,35783
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClIll.CI2ClI0I_19[4]:Y,31055
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClIll.CI2ClI0I_19[7]:A,31055
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClIll.CI2ClI0I_19[7]:B,37521
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClIll.CI2ClI0I_19[7]:C,35370
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClIll.CI2ClI0I_19[7]:Y,31055
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_276:IPA,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_276:IPB,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_276:IPC,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_242:IPA,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_242:IPB,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_129:IPA,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_129:IPB,
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COO0I_RNO[3]:A,37456
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COO0I_RNO[3]:B,37389
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COO0I_RNO[3]:C,37485
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COO0I_RNO[3]:D,37405
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COO0I_RNO[3]:Y,37389
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_263:IPA,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_263:IPB,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_101:IPA,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_101:IPB,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_24:IPA,
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COO0l.un1_CI2COl0I45_3_RNO:A,32504
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COO0l.un1_CI2COl0I45_3_RNO:B,31346
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COO0l.un1_CI2COl0I45_3_RNO:C,32402
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COO0l.un1_CI2COl0I45_3_RNO:Y,31346
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/un19_CI2CllIl:A,32629
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/un19_CI2CllIl:B,32451
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/un19_CI2CllIl:C,32342
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/un19_CI2CllIl:Y,32342
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_235:IPA,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_235:IPB,
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClIll.CI2COIOl_10_iv_i:A,34949
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClIll.CI2COIOl_10_iv_i:B,37537
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClIll.CI2COIOl_10_iv_i:C,28431
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClIll.CI2COIOl_10_iv_i:D,29759
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClIll.CI2COIOl_10_iv_i:Y,28431
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CIO0l.CI2Cl0Il_4_i_o2[2]:A,36387
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CIO0l.CI2Cl0Il_4_i_o2[2]:B,36338
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CIO0l.CI2Cl0Il_4_i_o2[2]:Y,36338
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_92:IPA,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_92:IPB,
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClO0I_RNIAH6E[0]:A,31466
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClO0I_RNIAH6E[0]:B,31401
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClO0I_RNIAH6E[0]:C,31292
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClO0I_RNIAH6E[0]:Y,31292
TEMP_sb_0/CoreGPIO_0_0/xhdl1.GEN_BITS[1].APB_32.edge_pos[1]:ALn,36765
TEMP_sb_0/CoreGPIO_0_0/xhdl1.GEN_BITS[1].APB_32.edge_pos[1]:CLK,34203
TEMP_sb_0/CoreGPIO_0_0/xhdl1.GEN_BITS[1].APB_32.edge_pos[1]:D,35715
TEMP_sb_0/CoreGPIO_0_0/xhdl1.GEN_BITS[1].APB_32.edge_pos[1]:EN,31749
TEMP_sb_0/CoreGPIO_0_0/xhdl1.GEN_BITS[1].APB_32.edge_pos[1]:Q,34203
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_32:IPA,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_32:IPB,
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COO0I_RNO[1]:A,37512
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COO0I_RNO[1]:B,37389
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COO0I_RNO[1]:C,37485
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COO0I_RNO[1]:D,37405
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COO0I_RNO[1]:Y,37389
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_8:A,31423
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_8:IPA,31423
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_8:IPB,
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COO0l.un1_seradr0_1:A,33919
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COO0l.un1_seradr0_1:B,32857
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COO0l.un1_seradr0_1:C,34932
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COO0l.un1_seradr0_1:D,34813
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COO0l.un1_seradr0_1:Y,32857
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_182:IPA,
GPIO_IN_0_ibuf/U0/U_IOPAD:PAD,
GPIO_IN_0_ibuf/U0/U_IOPAD:Y,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_150:IPA,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_150:IPB,
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CI1lI_RNO[3]:A,35065
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CI1lI_RNO[3]:B,34175
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CI1lI_RNO[3]:C,34764
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CI1lI_RNO[3]:D,34877
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CI1lI_RNO[3]:Y,34175
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_166:IPB,
TEMP_sb_0/CoreGPIO_0_0/PRDATA_o_m2_1[1]:A,34244
TEMP_sb_0/CoreGPIO_0_0/PRDATA_o_m2_1[1]:B,35256
TEMP_sb_0/CoreGPIO_0_0/PRDATA_o_m2_1[1]:C,29659
TEMP_sb_0/CoreGPIO_0_0/PRDATA_o_m2_1[1]:D,29424
TEMP_sb_0/CoreGPIO_0_0/PRDATA_o_m2_1[1]:Y,29424
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_58:IPB,
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COO0l.un1_seradr0_NE_3:A,35358
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COO0l.un1_seradr0_NE_3:B,35285
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COO0l.un1_seradr0_NE_3:C,33919
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COO0l.un1_seradr0_NE_3:Y,33919
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClO0I_0_sqmuxa:A,34933
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClO0I_0_sqmuxa:B,33705
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClO0I_0_sqmuxa:C,35007
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClO0I_0_sqmuxa:Y,33705
