pin,slack
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/un1_bsd7_tmp_0_sqmuxa:Y,9137
OSC_C0_0/OSC_C0_0/I_RCOSC_25_50MHZ_FAB_CLKINT/U0_RGB1_RGB5:An,
OSC_C0_0/OSC_C0_0/I_RCOSC_25_50MHZ_FAB_CLKINT/U0_RGB1_RGB5:YR,
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/PCLK_count1_ov_0_sqmuxa:A,12002
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/PCLK_count1_ov_0_sqmuxa:B,8978
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/PCLK_count1_ov_0_sqmuxa:C,12218
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/PCLK_count1_ov_0_sqmuxa:D,12123
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/PCLK_count1_ov_0_sqmuxa:Y,8978
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/indelay_RNIJV095[1]:A,16242
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/indelay_RNIJV095[1]:B,16304
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/indelay_RNIJV095[1]:Y,16242
mdr_COREI2C_C0_0/COREI2C_C0_0/BCLK_ff0_CFG1D_TEST0:A,
mdr_COREI2C_C0_0/COREI2C_C0_0/BCLK_ff0_CFG1D_TEST0:Y,
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmsync_RNO[2]:A,17513
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmsync_RNO[2]:B,14977
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmsync_RNO[2]:C,15043
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmsync_RNO[2]:D,14243
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmsync_RNO[2]:Y,14243
OSC_C0_0/OSC_C0_0/I_RCOSC_25_50MHZ_FAB_CLKINT/U0_RGB1:An,
OSC_C0_0/OSC_C0_0/I_RCOSC_25_50MHZ_FAB_CLKINT/U0_RGB1:YR,
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_55:IPA,
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_55:IPB,
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/SCLI_ff_reg_4[0]:A,17276
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/SCLI_ff_reg_4[0]:B,
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/SCLI_ff_reg_4[0]:Y,17276
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_131:IPB,
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/serdat[6]:ALn,
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/serdat[6]:CLK,8737
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/serdat[6]:D,9757
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/serdat[6]:EN,9861
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/serdat[6]:Q,8737
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/PCLK_count2_write_proc.PCLK_count2_ov26:A,15182
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/PCLK_count2_write_proc.PCLK_count2_ov26:B,15288
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/PCLK_count2_write_proc.PCLK_count2_ov26:C,15139
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/PCLK_count2_write_proc.PCLK_count2_ov26:D,15037
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/PCLK_count2_write_proc.PCLK_count2_ov26:Y,15037
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmsync_sync_proc.un1_sercon_0:A,14023
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmsync_sync_proc.un1_sercon_0:B,14106
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmsync_sync_proc.un1_sercon_0:Y,14023
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_196:IPA,
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_196:IPB,
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_283:IPA,
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_283:IPB,
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/sercon_write_proc.un1_framesync_4:A,14128
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/sercon_write_proc.un1_framesync_4:B,13924
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/sercon_write_proc.un1_framesync_4:C,14185
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/sercon_write_proc.un1_framesync_4:D,14040
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/sercon_write_proc.un1_framesync_4:Y,13924
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_285:IPA,
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_285:IPB,
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/adrcomp_write_proc.adrcomp12:A,15069
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/adrcomp_write_proc.adrcomp12:B,15938
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/adrcomp_write_proc.adrcomp12:C,11646
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/adrcomp_write_proc.adrcomp12:D,13976
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/adrcomp_write_proc.adrcomp12:Y,11646
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_20:IPA,
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_20:IPB,
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/SCLInt:ALn,
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/SCLInt:CLK,10759
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/SCLInt:D,17356
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/SCLInt:EN,17243
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/SCLInt:Q,10759
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmsync_ns_i_o3_0[5]:A,14239
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmsync_ns_i_o3_0[5]:B,15266
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmsync_ns_i_o3_0[5]:Y,14239
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmmod_ns_0_o4[0]:A,14135
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmmod_ns_0_o4[0]:B,15248
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmmod_ns_0_o4[0]:C,14154
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmmod_ns_0_o4[0]:Y,14135
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_194:IPA,
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_194:IPB,
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/PCLK_counter1_proc.PCLK_count188_1:A,15342
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/PCLK_counter1_proc.PCLK_count188_1:B,15454
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/PCLK_counter1_proc.PCLK_count188_1:Y,15342
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/ack:ALn,
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/ack:CLK,11971
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/ack:D,13915
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/ack:EN,9230
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/ack:Q,11971
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_129:IPA,
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_129:IPB,
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmsync[6]:ALn,
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmsync[6]:CLK,16302
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmsync[6]:D,14239
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmsync[6]:Q,16302
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_243:IPA,
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_243:IPB,
COREI2C_C0_0/COREI2C_C0_0/g_seradr0_reg_bits.genblk1.seradr0_write_proc.seradr0apb5_3:A,14754
COREI2C_C0_0/COREI2C_C0_0/g_seradr0_reg_bits.genblk1.seradr0_write_proc.seradr0apb5_3:B,14347
COREI2C_C0_0/COREI2C_C0_0/g_seradr0_reg_bits.genblk1.seradr0_write_proc.seradr0apb5_3:C,14314
COREI2C_C0_0/COREI2C_C0_0/g_seradr0_reg_bits.genblk1.seradr0_write_proc.seradr0apb5_3:D,14505
COREI2C_C0_0/COREI2C_C0_0/g_seradr0_reg_bits.genblk1.seradr0_write_proc.seradr0apb5_3:Y,14314
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/nedetect_0_sqmuxa:A,17295
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/nedetect_0_sqmuxa:B,17338
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/nedetect_0_sqmuxa:C,17502
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/nedetect_0_sqmuxa:D,17551
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/nedetect_0_sqmuxa:Y,17295
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/sercon_RNO[4]:A,15855
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/sercon_RNO[4]:B,11410
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/sercon_RNO[4]:C,16172
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/sercon_RNO[4]:D,15090
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/sercon_RNO[4]:Y,11410
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_245:IPA,
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_245:IPB,
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmsta_sync_proc.un1_pedetect:A,12981
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmsta_sync_proc.un1_pedetect:B,12932
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmsta_sync_proc.un1_pedetect:C,10470
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmsta_sync_proc.un1_pedetect:D,10539
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmsta_sync_proc.un1_pedetect:Y,10470
CoreAPB3_C0_0/CoreAPB3_C0_0/iPSELS_1[0]:A,9137
CoreAPB3_C0_0/CoreAPB3_C0_0/iPSELS_1[0]:B,9264
CoreAPB3_C0_0/CoreAPB3_C0_0/iPSELS_1[0]:Y,9137
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_273:IPA,
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_273:IPB,
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_264:IPA,
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_264:IPB,
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_264:IPC,
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmsync[0]:ALn,
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmsync[0]:CLK,16294
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmsync[0]:D,13924
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmsync[0]:Q,16294
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/PCLK_count1_ov_1_sqmuxa_3:A,10802
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/PCLK_count1_ov_1_sqmuxa_3:B,13943
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/PCLK_count1_ov_1_sqmuxa_3:Y,10802
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmdet[5]:ALn,
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmdet[5]:CLK,8833
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmdet[5]:D,17338
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmdet[5]:Q,8833
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmsta_10[3]:A,12851
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmsta_10[3]:B,12553
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmsta_10[3]:C,11705
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmsta_10[3]:D,9768
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmsta_10[3]:Y,9768
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/indelay_5[2]:A,17517
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/indelay_5[2]:B,17607
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/indelay_5[2]:C,16242
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/indelay_5[2]:Y,16242
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_275:IPA,
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_275:IPB,
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/sersta[4]:ALn,
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/sersta[4]:CLK,16603
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/sersta[4]:D,15164
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/sersta[4]:Q,16603
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_201:IPA,
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_201:IPB,
SYSRESET_0_POWER_ON_RESET_N_netprop_RNIF4GB/U0:An,
SYSRESET_0_POWER_ON_RESET_N_netprop_RNIF4GB/U0:YSn,
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/bsd7_tmp_1_sqmuxa_2:A,9137
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/bsd7_tmp_1_sqmuxa_2:B,11704
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/bsd7_tmp_1_sqmuxa_2:Y,9137
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_266:IPA,
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_266:IPB,
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_213:IPA,
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_213:IPB,
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_165:IPA,
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_165:IPB,
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/serdat[4]:ALn,
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/serdat[4]:CLK,8648
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/serdat[4]:D,9755
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/serdat[4]:EN,9859
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/serdat[4]:Q,8648
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/PRDATA_3_1_0_wmux[3]_CC_1:CC[0],
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/PRDATA_3_1_0_wmux[3]_CC_1:CI,
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/PRDATA_3_1_0_wmux[3]_CC_1:P[0],
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/PRDATA_3_1_0_wmux[3]_CC_1:UB[0],
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_139:IPA,
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_139:IPB,
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/ack_RNI8HRM7:A,12923
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/ack_RNI8HRM7:B,13094
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/ack_RNI8HRM7:Y,12923
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_262:IPA,
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_262:IPB,
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_215:IPA,
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_215:IPB,
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmsta_nxt_3_3_1[2]:A,15261
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmsta_nxt_3_3_1[2]:B,13909
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmsta_nxt_3_3_1[2]:C,14118
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmsta_nxt_3_3_1[2]:D,12958
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmsta_nxt_3_3_1[2]:Y,12958
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_22:IPB,
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmsta[0]:ALn,
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmsta[0]:CLK,10768
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmsta[0]:D,7713
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmsta[0]:EN,12710
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmsta[0]:Q,10768
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmsta_10[2]:A,16163
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmsta_10[2]:B,12646
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmsta_10[2]:C,11587
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmsta_10[2]:D,9774
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmsta_10[2]:Y,9774
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmsta_sync_proc.un1_fsmdet_2:A,11681
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmsta_sync_proc.un1_fsmdet_2:B,12990
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmsta_sync_proc.un1_fsmdet_2:Y,11681
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/bsd7_tmp_9_iv_i:A,16202
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/bsd7_tmp_9_iv_i:B,13739
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/bsd7_tmp_9_iv_i:C,15543
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/bsd7_tmp_9_iv_i:Y,13739
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmdet[1]:ALn,
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmdet[1]:CLK,17405
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmdet[1]:D,17377
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmdet[1]:Q,17405
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmmod_ns_0[0]:A,15137
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmmod_ns_0[0]:B,17367
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmmod_ns_0[0]:C,13879
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmmod_ns_0[0]:D,14207
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmmod_ns_0[0]:Y,13879
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_180:IPA,
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/PCLKint_1_sqmuxa_i:A,14078
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/PCLKint_1_sqmuxa_i:B,17544
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/PCLKint_1_sqmuxa_i:Y,14078
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmmod_ns_i_a4_2[2]:A,16163
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmmod_ns_i_a4_2[2]:B,16138
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmmod_ns_i_a4_2[2]:C,13909
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmmod_ns_i_a4_2[2]:D,14688
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmmod_ns_i_a4_2[2]:Y,13909
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_50:IPA,
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/sersta[2]:ALn,
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/sersta[2]:CLK,16248
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/sersta[2]:D,15068
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/sersta[2]:Q,16248
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/indelay_5[1]:A,17421
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/indelay_5[1]:B,17313
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/indelay_5[1]:C,16267
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/indelay_5[1]:D,17507
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/indelay_5[1]:Y,16267
CoreAPB3_C0_0/CoreAPB3_C0_0/u_mux_p_to_b3/PRDATA[6]:A,13399
CoreAPB3_C0_0/CoreAPB3_C0_0/u_mux_p_to_b3/PRDATA[6]:B,13811
CoreAPB3_C0_0/CoreAPB3_C0_0/u_mux_p_to_b3/PRDATA[6]:C,13487
CoreAPB3_C0_0/CoreAPB3_C0_0/u_mux_p_to_b3/PRDATA[6]:Y,13399
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/PCLK_count1_ov_11_iv:A,11904
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/PCLK_count1_ov_11_iv:B,12200
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/PCLK_count1_ov_11_iv:C,10802
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/PCLK_count1_ov_11_iv:Y,10802
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/PCLKint_ff_RNIJ495E:A,15458
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/PCLKint_ff_RNIJ495E:B,15307
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/PCLKint_ff_RNIJ495E:C,15531
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/PCLKint_ff_RNIJ495E:Y,15307
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmsync[4]:ALn,
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmsync[4]:CLK,9774
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmsync[4]:D,15062
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmsync[4]:Q,9774
